,FullStreetAddress,Appliances,AssessmentYear,Attic,Baths,BathsFull,BathsHalf,Beds,CityName,CloseDate,ClosePrice,ContractDate,CountyTax,DaysOnMarket,Fireplaces,Heating,HOA,HotWater,ImprovementAssessmentAmount,InteriorFeatures,LandAssessmentAmount,Stories,ListDate,ListPrice,ListingLowPrice,ListingType,Longitude,ListingID,OriginalListPrice,Ownership,Parking,ShowDays,StreetName,StreetNumber,Style,ListingTaxID,TotalAssessment,TotalShowings,LivingArea,TotalTaxes,TotalTours,Type,YearBuilt,Zip4,PostalCode
2544,6231 WASHINGTON BLVD,"Cooktop, Dishwasher, Disposal, Exhaust Fan, Microwave, Oven - Wall, Oven / Range - Gas, Range Hood, Refrigerator",2016.0,No,4.5,4,1,5,ARLINGTON,2017-10-06,1475000.0,2017-09-01,4911.52,11,1,"Zoned, Heat Pump(s)",False,"Natural Gas, 60 or More Gallon Tank",0.0,Floor Plan-Open,502200.0,3,2017-08-21,1485000.0,1485000.0,Excl. Right,-77.14998,AR10036882,1485000.0,Fee Simple,"Drvwy/Off Str, Garage",,WASHINGTON,6231.0,Transitional,11-031-020,502200,1,4870,4976.78,2,Detached,2017,2049.0,22205
2545,1334 S Rolfe,,,No,3.5,3,1,3,ARLINGTON,2017-08-10,712250.0,2017-05-05,,0,0,Forced Air,True,Natural Gas,,,,3,2017-05-05,712250.0,712250.0,Excl. Right,-77.074343333,AR10037270,712250.0,Fee Simple,Garage,,S ROLFE,1334.0,Contemporary,XXXX,0,0,2250,,0,Townhouse,2017,,22204
2546,2629 RICHMOND ST N,"Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Washer, Stove",2016.0,Yes,1.5,1,1,2,ARLINGTON,2017-12-29,774000.0,2017-12-09,7406.39,113,1,Central,False,Natural Gas,137300.0,,620000.0,2,2017-08-18,799900.0,799900.0,Modified/Excl,-77.11128000000002,AR10035749,850000.0,Fee Simple,Drvwy/Off Str,,RICHMOND,2629.0,Rambler,05-023-019,757300,0,0,7504.82,1,Detached,1954,5122.0,22207
2547,2514A FAIRFAX DR #3CIII,,2016.0,No,2.0,2,0,2,ARLINGTON,2017-10-10,615000.0,2017-09-11,5831.81,24,1,Forced Air,True,Electric,525000.0,,71300.0,1,2017-08-18,614900.0,614900.0,Excl. Agency,-77.09056,AR10035223,614900.0,Fee Simple,Assigned,,FAIRFAX,2514.0,Arts & Crafts,18-018-048,596300,0,1220,5909.3,1,Garden 1-4 Floors,1985,2856.0,22201
2548,1904 RANDOLPH ST,,2016.0,Yes,3.0,3,0,4,ARLINGTON,2017-09-11,397000.0,2017-08-18,4440.12,0,0,Forced Air,False,Natural Gas,86500.0,,367500.0,3,2017-08-18,399000.0,399000.0,Excl. Right,-77.09649,AR10035248,399000.0,Fee Simple,"Drvwy/Off Str, Street",All Days,RANDOLPH,1904.0,Bungalow,27-007-021,454000,0,0,4499.14,0,Detached,1942,5124.0,22204
2549,5300 COLUMBIA PIKE #312,"Dishwasher, Disposal, Dryer, Washer, Refrigerator, Stove",2016.0,No,1.5,1,1,1,ARLINGTON,2017-10-06,207000.0,2017-08-29,2330.57,5,0,Forced Air,False,Natural Gas,201200.0,Floor Plan-Open,37100.0,1,2017-08-24,215000.0,215000.0,Excl. Right,-77.11601,AR10039213,215000.0,Condo,Garage,All Days,COLUMBIA,5300.0,Other,28-004-114,238300,1,928,2361.52,2,Hi-Rise 9+ Floors,1974,3197.0,22204
2550,2308 COLUMBUS ST N,"Dishwasher, Disposal, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Stove, ENERGY STAR Clothes Washer, Dryer, Humidifier",2016.0,No,3.0,3,0,5,ARLINGTON,2017-11-01,770000.0,2017-09-19,6454.8,32,1,Central,False,Natural Gas,148200.0,Floor Plan-Traditional,511800.0,3,2017-08-18,774900.0,774900.0,Excl. Right,-77.12805,AR10035470,794900.0,Fee Simple,Drvwy/Off Str,,COLUMBUS,2308.0,Cape Cod,08-001-041,660000,0,2463,6540.6,2,Detached,1942,2525.0,22207
2551,1200 HARTFORD ST N #604,"Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Gas, Refrigerator, Washer, Washer / Dryer - Stacked",2016.0,No,1.0,1,0,1,ARLINGTON,2017-10-26,419000.0,2017-09-06,3990.24,20,1,Central,False,Natural Gas,382000.0,Floor Plan-Open,26000.0,1,2017-08-18,419000.0,419000.0,Excl. Right,-77.09572,AR10035292,419000.0,Condo,Garage,All Days,HARTFORD,1200.0,Contemporary,15-071-094,408000,1,650,4043.28,2,Mid-Rise 5-8 Floors,2003,7019.0,22201
2552,2909F WOODLEY ST S #116-13,"Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Stove, Washer",2016.0,No,1.0,1,0,2,ARLINGTON,2017-09-25,339900.0,2017-08-28,3087.55,6,1,Heat Pump(s),False,Electric,278500.0,Floor Plan-Open,37200.0,1,2017-08-22,339900.0,339900.0,Excl. Right,-77.09626423899999,AR10037567,339900.0,Condo,Assigned,,WOODLEY,2909.0,Colonial,29-003-936,315700,1,930,3128.58,1,Garden 1-4 Floors,1983,,22206
2553,5063 9TH ST S,"Dishwasher, Disposal, Dryer, Exhaust Fan, Microwave, Oven / Range - Electric, Water Heater, Washer",2016.0,Yes,3.0,3,0,2,ARLINGTON,2017-11-01,420000.0,2017-09-24,3976.55,38,1,Forced Air,True,Natural Gas,141600.0,,265000.0,3,2017-08-18,420000.0,420000.0,Excl. Agency,-77.11414,AR10035948,420000.0,Fee Simple,Assigned,All Days,9TH,5063.0,Traditional,22-014-168,406600,0,0,4029.38,1,Townhouse,1989,6039.0,22204
2554,3923 7TH ST S,"Dishwasher, Disposal, Dryer, Oven - Self Cleaning, Range Hood, Refrigerator, Washer, Water Heater, Oven / Range - Gas, Icemaker, Microwave",2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-09-28,665000.0,2017-08-29,5483.65,5,1,Forced Air,False,Natural Gas,125700.0,Floor Plan-Traditional,435000.0,2,2017-08-24,635000.0,635000.0,Excl. Agency,-77.10006,AR10039501,635000.0,Fee Simple,Drvwy/Off Str,All Days,7TH,3923.0,Bungalow,23-018-015,560700,1,1830,5556.52,1,Detached,1939,1521.0,22204
2555,1105 20TH ST S,"Cooktop, Dishwasher, Disposal, Dryer, Freezer, Microwave, Oven - Wall, Refrigerator, Washer, Water Heater",2016.0,No,3.0,3,0,4,ARLINGTON,2017-10-06,804000.0,2017-09-14,8400.04,21,2,"Heat Pump(s), Radiator",False,Natural Gas,388900.0,Floor Plan-Traditional,470000.0,3,2017-08-24,799000.0,799000.0,Excl. Right,-77.06546,AR10036049,875000.0,Fee Simple,"Garage, Concrete Driveway",All Days,20TH,1105.0,Cape Cod,37-008-012,858900,0,2765,8511.68,0,Detached,1934,2109.0,22202
2556,2200 N WESTMORELAND ST #417,"Dishwasher, Microwave, Refrigerator, Washer / Dryer - Stacked",2016.0,No,2.0,2,0,2,ARLINGTON,2017-09-22,542000.0,2017-08-23,4845.99,5,0,Central,True,Instant Hot Water,443000.0,Floor Plan-Open,52500.0,1,2017-08-18,549000.0,549000.0,Excl. Agency,-77.16265,AR10035710,549000.0,Condo,Garage,All Days,N WESTMORELAND,2200.0,Contemporary,11-011-115,495500,0,1166,4910.38,1,Mid-Rise 5-8 Floors,2006,1051.0,22213
2557,2055 26TH S ST #5-B02,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven - Self Cleaning, Oven / Range - Gas, Refrigerator, Washer",2016.0,No,2.0,2,0,2,ARLINGTON,2017-12-21,398000.0,2017-10-31,3636.2,70,0,Forced Air,False,Natural Gas,324300.0,Floor Plan-Open,47500.0,1,2017-08-23,398000.0,398000.0,Excl. Agency,-77.07625,AR10036601,398000.0,Condo,Garage,All Days,26TH S,2055.0,Contemporary,38-002-200,371800,0,1056,3684.52,1,Garden 1-4 Floors,2003,,22206
2558,873 FREDERICK ST,,2016.0,Yes,2.0,2,0,4,ARLINGTON,2017-08-18,735000.0,2017-06-29,6311.03,0,0,Central,False,Electric,125300.0,,520000.0,3,2017-06-29,735000.0,735000.0,Modified/Excl,-77.12442,AR10035889,735000.0,Fee Simple,Drvwy/Off Str,,FREDERICK,873.0,Cape Cod,13-015-007,645300,0,0,6394.9,0,Detached,1950,1132.0,22205
2559,1300 ARMY NAVY DR #720,"Dishwasher, Disposal, Refrigerator, Stove",2016.0,No,1.0,1,0,1,ARLINGTON,2017-11-17,207500.0,2017-10-20,2175.07,62,0,Forced Air,False,Natural Gas,196000.0,Floor Plan-Open,26400.0,1,2017-08-19,209900.0,209900.0,Excl. Right,-77.06726,AR10036370,227900.0,Condo,Garage,All Days,ARMY NAVY,1300.0,Contemporary,35-006-492,222400,1,660,2203.96,1,Hi-Rise 9+ Floors,1965,2025.0,22202
2560,3515 WASHINGTON BLVD #101,"Dishwasher, Disposal, Microwave, Refrigerator, Stove",2016.0,No,1.0,1,0,2,ARLINGTON,2017-10-11,370000.0,2017-08-30,3493.42,12,0,Programmable Thermostat,False,Natural Gas,313200.0,Floor Plan-Traditional,44000.0,1,2017-08-23,370000.0,370000.0,Excl. Right,-77.10463,AR10038804,370000.0,Condo,Permit Required,,WASHINGTON,3515.0,Other,15-084-022,357200,0,1100,3539.82,1,Mid-Rise 5-8 Floors,1960,4522.0,22201
2561,1001 VERMONT ST N #310,"Dishwasher, Disposal, Dryer - Front Loading, Exhaust Fan, Microwave, Washer - Front Loading, Stove, Water Heater",2016.0,No,2.0,2,0,2,ARLINGTON,2017-11-30,500000.0,2017-11-16,4656.26,86,0,Forced Air,False,Electric,437300.0,Floor Plan-Open,38800.0,1,2017-08-22,499999.0,499999.0,Excl. Right,-77.11437,AR10038184,525000.0,Condo,"Covered Parking, Basement Garage",,VERMONT,1001.0,Colonial,14-017-111,476100,1,970,4718.12,1,Mid-Rise 5-8 Floors,2005,4765.0,22201
2562,229 GEORGE MASON DR #229-2,,2016.0,No,1.0,1,0,1,ARLINGTON,2017-10-02,204500.0,2017-08-22,1907.1,2,0,Heat Pump(s),False,Electric,157700.0,Floor Plan-Open,37300.0,1,2017-08-21,205000.0,205000.0,Excl. Agency,-77.10736999999997,AR10036805,210000.0,Condo,Unassigned,All Days,GEORGE MASON,229.0,Colonial,20-029-043,195000,1,669,1932.44,1,Garden 1-4 Floors,1940,,22203
2563,2450B WALTER REED DR #2,"Dishwasher, Disposal, Dryer, Microwave, Refrigerator, Stove, Washer",2016.0,Yes,2.5,2,1,2,ARLINGTON,2017-11-21,514500.0,2017-11-07,4430.34,69,1,Heat Pump(s),False,Electric,409500.0,Floor Plan-Traditional,43500.0,3,2017-08-31,514500.0,514500.0,Modified/Excl,-77.099280815,AR10040829,540000.0,Condo,"Gen Comm Elem, Permit Required, Unassigned",All Days,WALTER REED,2450.0,Colonial,28-002-318,453000,0,1632,4489.22,2,Townhouse,1979,,22206
2564,912 UTAH ST S,"Cooktop, Dishwasher, Oven - Wall, Refrigerator, Water Heater",2016.0,Yes,1.5,1,1,3,ARLINGTON,2017-10-27,480000.0,2017-10-02,5343.79,7,1,Baseboard,False,Natural Gas,135500.0,Floor Plan-Open,410900.0,2,2017-08-22,500000.0,500000.0,Excl. Right,-77.10588,AR10037552,500000.0,Fee Simple,"Drvwy/Off Str, Street, Shared Driveway, Asphalt Driveway",All Days,UTAH,912.0,Raised Rambler,23-038-007,546400,1,1056,5414.8,1,Detached,1956,3022.0,22204
2565,2882 MEADE ST,"Dishwasher, Disposal, Dryer, Icemaker, Oven / Range - Electric, Refrigerator, Washer, Water Heater",2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-10-05,428500.0,2017-08-28,3717.38,6,0,Forced Air,False,Electric,105100.0,Floor Plan-Open,275000.0,3,2017-08-23,433000.0,433000.0,Excl. Right,-77.069991458,AR10038867,433000.0,Condo,Assigned,All Days,MEADE,2882.0,Colonial,38-006-072,380100,1,1335,3766.76,1,Townhouse,1983,3151.0,22206
2566,5001 7TH RD S #202,"Dishwasher, Disposal, Dryer, Refrigerator, Stove, Washer, Microwave",2016.0,No,1.5,1,1,2,ARLINGTON,2017-09-28,257000.0,2017-08-31,2327.64,5,0,Forced Air,False,Natural Gas,200800.0,Floor Plan-Open,37200.0,1,2017-08-26,259900.0,259900.0,Excl. Right,-77.11632,AR10041417,259900.0,Condo,"Gen Comm Elem, Permit Required",All Days,7TH,5001.0,Contemporary,22-001-659,238000,1,1063,2358.58,3,Garden 1-4 Floors,1969,2556.0,22204
2567,5829 21ST ST N,,2016.0,Yes,4.5,4,1,5,ARLINGTON,2017-11-01,1255000.0,2017-09-16,9715.45,12,1,Forced Air,False,Natural Gas,478900.0,Floor Plan-Open,514500.0,3,2017-09-05,1315000.0,1315000.0,Excl. Right,-77.14199,AR10046731,1315000.0,Fee Simple,Paved Driveway,All Days,21ST,5829.0,Other,10-017-017,993400,0,3972,9844.58,2,Detached,1939,3309.0,22205
2568,851 GLEBE RD N #1016,"Dishwasher, Disposal, Dryer, Exhaust Fan, Microwave, Oven / Range - Gas, Washer, Washer / Dryer - Stacked, Water Heater",2016.0,No,1.0,1,0,1,ARLINGTON,2017-12-19,385000.0,2017-11-18,3561.88,72,0,Forced Air,False,Natural Gas,338000.0,Floor Plan-Traditional,26200.0,1,2017-09-08,394900.0,394900.0,Excl. Right,-77.11431,AR10047929,399900.0,Condo,"Assigned, Covered Parking, Garage",All Days,GLEBE,851.0,Rambler,14-051-662,364200,0,654,3609.2,3,Hi-Rise 9+ Floors,2003,4155.0,22203
2569,919 19TH S,,,Yes,5.5,5,1,5,ARLINGTON,2017-11-21,1300000.0,2017-10-20,,47,2,Forced Air,False,Tankless Water Heater,,,,4,2017-09-06,1359500.0,1359500.0,Excl. Agency,-77.0624,AR10049166,1399500.0,Fee Simple,Garage,All Days,19TH,,Craftsman,,0,1,4332,,1,Detached,2017,,22202
2570,2873 ABINGDON ST S #B1,"Dishwasher, Disposal, Dryer, Exhaust Fan, Intercom, Microwave, Refrigerator, Stove, Washer, Water Heater",2016.0,Yes,2.0,2,0,2,ARLINGTON,2017-09-19,420000.0,2017-08-26,3710.53,3,0,"Central, Forced Air",False,Electric,308800.0,Floor Plan-Open,70600.0,2,2017-08-23,419900.0,419900.0,Excl. Right,-77.09834000000002,AR10038577,419900.0,Condo,Permit Required,All Days,ABINGDON,2873.0,Colonial,29-003-216,379400,1,2030,3759.84,2,Garden 1-4 Floors,1944,,22206
2571,4319 32ND RD S,"Dryer, Disposal, Dishwasher",2016.0,Yes,2.0,2,0,2,ARLINGTON,2017-10-20,457500.0,2017-09-18,4152.59,21,0,Forced Air,False,Electric,376600.0,Floor Plan-Open,48000.0,3,2017-08-29,457500.0,457500.0,Excl. Right,-77.08762,AR10038183,454900.0,Condo,Assigned,All Days,32ND,4319.0,Colonial,30-004-243,424600,1,1500,4207.76,2,Townhouse,1940,2000.0,22206
2572,2618 KENMORE CT S,"Cooktop, Dishwasher, Disposal, Dryer, Icemaker, Intercom, Microwave, Oven - Wall, Oven - Double, Refrigerator, Washer, Exhaust Fan, Water Dispenser",2017.0,Yes,3.5,3,1,3,ARLINGTON,2017-12-01,790000.0,2017-10-19,7473.88,56,2,Zoned,True,"Natural Gas, 60 or More Gallon Tank",478000.0,Floor Plan-Open,287000.0,3,2017-08-24,795000.0,795000.0,Excl. Right,-77.08628,AR10039796,819900.0,Fee Simple,Garage,All Days,KENMORE,2618.0,Colonial,31-033-206,765000,1,2548,7573.2,1,Townhouse,2008,2365.0,22206
2573,2667 WALTER REED DR #D,,2016.0,No,1.0,1,0,2,ARLINGTON,2017-09-29,314900.0,2017-08-27,2744.27,4,1,Forced Air,False,Electric,239000.0,Floor Plan-Open,41600.0,1,2017-08-24,314900.0,314900.0,Excl. Right,-77.10504,AR10038179,309900.0,Condo,"Permit Required, Gen Comm Elem, Street",All Days,WALTER REED,2667.0,Colonial,29-005-696,280600,1,800,2780.72,1,Garden 1-4 Floors,1950,1246.0,22206
2574,1800 WILSON BLVD #100,"Stove, Refrigerator, Dishwasher, Microwave, Disposal, Dryer, Washer, Exhaust Fan",2016.0,No,1.0,1,0,0,ARLINGTON,2017-10-06,304500.0,2017-09-01,,10,0,Forced Air,False,Natural Gas,271000.0,Efficiency,29900.0,1,2017-08-22,309950.0,309950.0,Modified/Excl,-77.0791,AR10038152,309950.0,Condo,Garage,All Days,WILSON,1800.0,Contemporary,17-010-040,300900,1,543,2981.9,1,Garden 1-4 Floors,2007,6602.0,22201
2575,3521 3RD ST N,"Dishwasher, Disposal, Dryer - Front Loading, Exhaust Fan, Extra Refrigerator / Freezer, Microwave, Oven / Range - Gas, Refrigerator, Six Burner Stove, Washer - Front Loading",,Yes,3.0,3,0,4,ARLINGTON,2017-09-28,1125000.0,2017-08-30,,14,1,Forced Air,False,Natural Gas,,Floor Plan-Traditional,,3,2017-08-24,1199000.0,1199000.0,Excl. Agency,-77.100023178,AR10039402,1199000.0,Fee Simple,"Street, Detached",All Days,3RD,3521.0,Cape Cod,19-041-008,0,0,3098,,1,Detached,1936,1715.0,22201
2576,3310 2ND ST S,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven / Range - Electric, Refrigerator, Washer",2016.0,Yes,3.0,3,0,3,ARLINGTON,2017-10-31,613000.0,2017-09-30,4702.22,39,1,Forced Air,False,Electric,180800.0,Floor Plan-Open,300000.0,3,2017-08-23,625000.0,625000.0,Excl. Right,-77.09504,AR10038805,625000.0,Condo,"Garage, Drvwy/Off Str, Assigned",,2ND,3310.0,Colonial,24-015-018,480800,0,1593,4764.72,2,Townhouse,1981,1709.0,22204
2577,2527 KENMORE CT,"Cooktop, Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven - Single, Refrigerator, Washer",2015.0,No,3.5,3,1,4,ARLINGTON,2017-09-07,790000.0,2017-08-23,,0,1,Forced Air,True,Natural Gas,460900.0,,278000.0,3,2017-08-23,790000.0,790000.0,Excl. Right,-77.08519,AR10038791,790000.0,Fee Simple,Garage,All Days,KENMORE,2527.0,Colonial,31-033-252,738900,0,2496,7359.44,1,Townhouse,2010,2372.0,22206
2578,1021 GARFIELD ST #137,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,No,2.0,2,0,2,ARLINGTON,2017-12-01,675000.0,2017-09-02,6253.33,9,0,Heat Pump(s),False,Natural Gas,597600.0,Floor Plan-Open,41800.0,1,2017-08-23,675000.0,675000.0,Excl. Right,-77.09355,AR10038905,675000.0,Condo,"Assigned, Garage",,GARFIELD,1021.0,Contemporary,18-025-065,639400,0,1162,6336.44,1,Hi-Rise 9+ Floors,2005,2551.0,22201
2579,1200 HARTFORD ST #504,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Refrigerator, Stove, Washer",2016.0,No,1.0,1,0,1,ARLINGTON,2017-11-29,405000.0,2017-10-26,3853.32,62,1,Forced Air,False,Natural Gas,368000.0,Floor Plan-Open,26000.0,1,2017-08-24,410000.0,410000.0,Excl. Right,-77.09572,AR10039710,420000.0,Condo,Garage,,HARTFORD,1200.0,Traditional,15-071-082,394000,0,650,3904.54,2,Mid-Rise 5-8 Floors,2003,7019.0,22201
2580,1239 TAYLOR ST,,2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-11-09,625000.0,2017-10-30,6188.78,65,0,Forced Air,False,Natural Gas,64400.0,,568400.0,2,2017-08-26,695000.0,695000.0,Excl. Right,-77.11296999999998,AR10039008,740000.0,Fee Simple,Street,All Days,TAYLOR,1239.0,Bungalow,14-004-011,632800,0,0,6271.04,1,Detached,1939,4813.0,22201
2581,240 THOMAS ST #248-1,,2016.0,No,1.0,1,0,1,ARLINGTON,2017-09-29,219900.0,2017-08-28,1927.64,5,0,Heat Pump(s),False,Natural Gas,158000.0,Floor Plan-Traditional,39100.0,1,2017-08-24,219900.0,219900.0,Excl. Right,-77.10707,AR10039413,219900.0,Condo,Assigned,,THOMAS,240.0,Colonial,20-029-110,197100,0,699,1953.24,1,Other,1940,,22203
2582,3207 19TH ST N,"Dishwasher, Disposal, Dryer - Front Loading, Microwave, Oven / Range - Gas, Range Hood, Refrigerator, Washer - Front Loading, Washer / Dryer - Stacked",2016.0,Yes,3.5,3,1,5,ARLINGTON,2017-12-27,1112500.0,2017-11-28,11920.84,96,2,"Forced Air, Zoned",False,Natural Gas,636900.0,Floor Plan-Open,582000.0,3,2017-08-23,1174900.0,1174900.0,Excl. Right,-77.09926,AR10039203,1199900.0,Fee Simple,Garage,All Days,19TH,3207.0,Craftsman,15-012-029,1218900,1,3259,12079.28,2,Detached,2014,5216.0,22201
2583,2906 13TH ST S #101,"Refrigerator, Dishwasher, Disposal, Oven / Range - Electric",2016.0,No,1.0,1,0,2,ARLINGTON,2017-12-18,278000.0,2017-11-15,2862.61,84,1,"Central, Heat Pump(s)",False,Electric,258600.0,Floor Plan-Open,34100.0,1,2017-08-24,289000.0,289000.0,Excl. Right,-77.08652,AR10040210,294000.0,Condo,Gen Comm Elem,All Days,13TH,2906.0,Colonial,32-015-077,292700,0,974,2900.64,1,Garden 1-4 Floors,1948,,22204
2584,3079 BUCHANAN ST S #B1,"Dishwasher, Disposal, Exhaust Fan, Microwave, Intercom, Icemaker, Oven / Range - Electric, Refrigerator, Washer / Dryer - Stacked, Water Heater",2016.0,No,1.0,1,0,2,ARLINGTON,2017-09-29,350000.0,2017-08-28,3058.21,4,0,Central,False,Electric,266600.0,Floor Plan-Traditional,46100.0,2,2017-08-24,345500.0,345500.0,Excl. Right,-77.09715,AR10039464,345500.0,Condo,"Free, Street, Surface, Unassigned, Additional Storage Area, Drvwy/Off Str, Lmt Comm Elem",,BUCHANAN,3079.0,Colonial,29-012-993,312700,1,1121,3098.84,2,Garden 1-4 Floors,1944,1519.0,22206
2585,2029 GLEBE RD,,2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-12-08,495000.0,2017-11-08,4270.93,76,1,Forced Air,True,Electric,166700.0,,270000.0,3,2017-08-24,514900.0,514900.0,Excl. Right,-77.08506,AR10039454,519900.0,Fee Simple,Assigned,,GLEBE,2029.0,Colonial,31-008-066,436700,0,1624,4327.68,1,Townhouse,1988,5355.0,22204
2586,4907 27TH ST N,,2016.0,No,1.0,1,0,2,ARLINGTON,2017-08-15,650000.0,2017-08-13,6536.95,0,1,Forced Air,False,Natural Gas,168100.0,Floor Plan-Traditional,500300.0,3,2017-08-13,650000.0,650000.0,Modified/Excl,-77.13252,AR10063141,650000.0,Fee Simple,Garage,,27TH,4907.0,Cape Cod,02-045-020,668400,0,0,6623.82,0,Detached,1949,2761.0,22207
2587,2400 S. DINWIDDIE ST S,"Dishwasher, Disposal, Exhaust Fan, Icemaker, Microwave, Stove, Refrigerator",2016.0,Yes,2.5,2,1,2,ARLINGTON,2017-10-10,685000.0,2017-09-09,6042.08,9,1,Forced Air,False,Natural Gas,232800.0,Floor Plan-Traditional,385000.0,3,2017-09-02,699000.0,699000.0,Excl. Right,-77.105896093,AR10047303,699000.0,Fee Simple,"Drvwy/Off Str, Garage",All Days,S. DINWIDDIE,2400.0,Colonial,28-027-009,617800,0,1982,6122.38,2,Detached,1947,1040.0,22206
2588,6255 WILLIAMSBURG BLVD,"Disposal, Dishwasher, Refrigerator, Stove, Washer",2016.0,Yes,2.0,2,0,3,ARLINGTON,2017-10-17,640000.0,2017-09-12,,19,1,Forced Air,False,Natural Gas,97900.0,,544100.0,2,2017-08-24,650000.0,650000.0,Excl. Right,-77.15633000000003,AR10039679,650000.0,Fee Simple,Drvwy/Off Str,,WILLIAMSBURG,6255.0,Rambler,02-011-020,642000,1,0,6362.22,1,Detached,1950,1152.0,22207
2589,2806B 16TH RD S #2806B,,2016.0,No,1.0,1,0,2,ARLINGTON,2017-11-17,269000.0,2017-09-08,2329.6,14,0,Radiator,False,Natural Gas,205900.0,Floor Plan-Traditional,32300.0,2,2017-08-25,272000.0,272000.0,Excl. Right,-77.084768019,AR10041287,272000.0,Condo,Other,All Days,16TH,2806.0,Traditional,32-001-671,238200,0,872,2360.54,1,Attach/Row Hse,1947,4912.0,22204
2590,3408 GLEBE RD,,2016.0,No,3.5,3,1,6,ARLINGTON,2017-05-22,825000.0,2017-04-26,7864.1,0,1,Forced Air,False,Natural Gas,253100.0,,551000.0,3,2017-04-26,849000.0,849000.0,Excl. Right,-77.13421,AR10039904,849000.0,Fee Simple,"Drvwy/Off Str, Garage",,GLEBE,3408.0,Cape Cod,03-041-050,804100,0,1992,7968.6,0,Detached,1941,4233.0,22207
2591,1881 NASH ST N #1707,"Dishwasher, Disposal, Dryer - Front Loading, Exhaust Fan, Microwave, Oven - Wall, Range Hood, Refrigerator, Washer - Front Loading, Water Heater, Cooktop",2015.0,No,2.0,2,0,1,ARLINGTON,2017-11-13,960000.0,2017-10-18,,41,0,Forced Air,False,Electric,905800.0,Floor Plan-Open,63200.0,1,2017-09-07,975000.0,975000.0,Excl. Right,-77.073227667,AR10050740,975000.0,Condo,"Garage, Assigned, Underground",All Days,NASH,1881.0,Contemporary,16-022-179,969000,1,1404,10407.06,1,Hi-Rise 9+ Floors,2009,1571.0,22209
2592,1610 QUEEN ST #225,"Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Refrigerator, Washer",2016.0,No,2.0,2,0,2,ARLINGTON,2017-11-03,950000.0,2017-09-12,8126.2,17,0,Forced Air,True,Electric,766500.0,Floor Plan-Open,64400.0,1,2017-08-26,985000.0,985000.0,Excl. Right,-77.07762,AR10041666,985000.0,Condo,"Garage, Underground",All Days,QUEEN,1610.0,Contemporary,17-008-062,830900,0,1337,8234.2,2,Garden 1-4 Floors,2013,2814.0,22209
2593,2874 BUCHANAN ST,"Dishwasher, Disposal, Dryer, Microwave, Oven / Range - Electric, Washer",2016.0,No,2.0,2,0,2,ARLINGTON,2017-11-09,419000.0,2017-10-09,3930.58,33,0,Forced Air,False,Electric,357600.0,Floor Plan-Traditional,44300.0,3,2017-08-29,417900.0,417900.0,Excl. Right,-77.10083,AR10040024,422900.0,Condo,Gen Comm Elem,,BUCHANAN,2874.0,Colonial,29-007-745,401900,1,1383,3982.82,2,Townhouse,1944,1315.0,22206
2594,2133 19TH ST N #6,"Dishwasher, Oven / Range - Electric, Refrigerator",2017.0,No,1.0,1,0,2,ARLINGTON,2017-11-06,324000.0,2017-09-19,2040.0,12,0,Radiator,False,Natural Gas,,Floor Plan-Traditional,,1,2017-09-07,329000.0,329000.0,Excl. Right,-77.08615999999998,AR10050393,329000.0,Coop,"Gen Comm Elem, Unassigned, Street",,19TH,2133.0,Contemporary,16-027-003,0,1,828,2040.0,1,Garden 1-4 Floors,1954,,22201
2595,1630 RHODES ST N,"Dishwasher, Disposal, Dryer, Dryer - Front Loading, Microwave, Oven / Range - Gas, Range Hood, Refrigerator, Washer, Washer - Front Loading, Washer / Dryer - Stacked, Water Conditioner",2016.0,Yes,2.5,2,1,3,ARLINGTON,2017-10-06,1225000.0,2017-09-02,9676.33,8,1,Forced Air,True,Natural Gas,564400.0,,425000.0,4,2017-08-25,1225000.0,1225000.0,Excl. Right,-77.07995,AR10040900,1225000.0,Fee Simple,"Basement Garage, Garage, Garage Door Opener, Attached, Faces Rear",,RHODES,1630.0,Contemporary,17-011-043,989400,0,2800,9804.94,2,Semi-Detached,2003,2819.0,22209
