,FullStreetAddress,Amenities,Appliances,AssessmentYear,Attic,Baths,BathsFull,BathsHalf,Beds,CityName,CloseDate,ClosePrice,ContractDate,County,CountyTax,CountyTaxPaymentFreq,DaysOnMarket,DomProperty,Fireplaces,Foreclosure,Heating,HOA,HotWater,ImprovementAssessmentAmount,ImprovementAssessmentPaymentFreq,InteriorFeatures,LandAssessmentAmount,LandAssessmentPaymentFreq,Stories,ListDate,ListPrice,ListingLowPrice,ListingType,Longitude,ListingID,OriginalListPrice,Ownership,Parking,PropertyType,Remarks,ShowDays,StreetName,StreetNumber,Style,ListingTaxID,TotalAssessment,TotalOpenHouses,TotalShowings,LivingArea,TotalTaxes,TotalTours,Type,YearBuilt,Zip4,PostalCode
2725,4928 18TH ST N,,,2016.0,Yes,3,2,1,4,ARLINGTON,2017-07-10,615000.0,2017-03-25,ARLINGTON,6845.02,Annually,0,0,1,False,None,False,None,202300.0,Annually,,497600.0,Annually,3,2017-03-25,615000.0,615000.0,Excl. Agency,-77.12432,AR10052294,615000.0,Fee Simple,Drvwy/Off Str,Residential,"Distressed property transaction, please call Jessica Perkins with further questions.",,18TH,4928.0,Cape Cod,07-006-219,699900,0,0,0,6936.0,0,Detached,1953,2011.0,22207
2726,427 CLEVELAND ST N,"Bedroom - Entry Level, Built-in Bookcases, Built-in China Cabinet, Fireplace Screen, Wood Floors","Dishwasher, Dryer, Exhaust Fan, Refrigerator, Oven / Range - Gas, Washer",2016.0,No,2,2,0,3,ARLINGTON,2017-10-13,725000.0,2017-09-14,ARLINGTON,6693.43,Annually,4,4,1,False,Radiator,False,Natural Gas,110200.0,Annually,Floor Plan-Traditional,574200.0,Annually,3,2017-09-10,799000.0,799000.0,Excl. Right,-77.08825,AR10053283,799000.0,Fee Simple,"Garage, Drvwy/Off Str, Street",Residential,"Waiting for your finishing touches-Charming 1920 stucco bungalow in sought after Clarendon.... walk to everything - .68 miles to Metro!!    2 Bedrooms and 1 bath plus second floor 1 bedroom, bath plus kitchen, rented out for many years. One car garage, basement, wood floors, study, sun porch and fireplace!",,CLEVELAND,427.0,Bungalow,18-057-011,684400,0,0,0,6782.38,1,Detached,1920,1423.0,22201
2727,3000 SPOUT RUN PKWY #D606,"Bathroom(s) - Ceramic Tile, Countertop(s) - Granite, Elevator, Recycling Area - On Site, Shades / Blinds, Wood Floors","Dishwasher, Disposal, Microwave, Stove, Refrigerator",2016.0,No,1,1,0,1,ARLINGTON,2017-10-13,255000.0,2017-09-18,ARLINGTON,2387.3,Annually,4,4,0,False,Wall Unit,False,Electric,216800.0,Annually,Floor Plan-Open,27300.0,Annually,1,2017-09-14,259900.0,259900.0,Excl. Right,-77.094838221,AR10052356,259900.0,Condo,"Surface, Unassigned",Residential,Seller will be looking for a larger home - rent-back would be appreciated. Updates were done by the previous owner.,All Days,SPOUT RUN,3000.0,Colonial,15-007-536,244100,0,1,759,2419.0,2,Mid-Rise 5-8 Floors,1959,4235.0,22201
2728,1201 GARFIELD ST #618,"Countertop(s) - Corian, Bathroom(s) - Ceramic Tile, Wall to Wall Carpeting","Dishwasher, Disposal, Microwave, Oven / Range - Gas, Washer / Dryer - Stacked",2016.0,No,1,1,0,1,ARLINGTON,2017-12-22,410000.0,2017-11-25,ARLINGTON,4227.89,Annually,73,73,0,False,"Forced Air, Heat Pump(s)",False,Natural Gas,405900.0,Annually,Floor Plan-Open,26400.0,Annually,1,2017-09-10,430000.0,430000.0,Excl. Right,-77.09375,AR10053299,430000.0,Condo,Garage,Residential,"In the heart of Clarendon,Steps to Metro,restaurants,shops,Sunny & bright 1BR 1BA w/ balcony,Large windows w/great pool view, AC/heating (2015) Washer & Dryer(2016),Unit will be updated with new granite kitchen counter top, new SS appliances, new floor, and fresh paint, Building amenities include outdoor pool & party room,Mint condition,LB(w/red ribbon) on loading dock rail at 1201 Garfield st.",,GARFIELD,1201.0,Contemporary,18-014-216,432300,0,1,659,4284.06,1,Hi-Rise 9+ Floors,2006,6812.0,22201
2729,5047 9TH ST S,"Countertop(s) - Granite, Master Bedroom - Full Bathroom, Wood Floors, Wall to Wall Carpeting, Bathroom(s) - Ceramic Tile, Home Warranty, Shades / Blinds","Dryer, Washer, Dishwasher, Disposal, Refrigerator, Icemaker, Stove",2016.0,Yes,3,3,0,2,ARLINGTON,2017-11-15,448000.0,2017-10-15,ARLINGTON,3893.42,Annually,14,14,0,False,Forced Air,True,Electric,133100.0,Annually,Floor Plan-Open,265000.0,Annually,3,2017-09-28,448000.0,448000.0,Excl. Right,-77.11414,AR10068861,448000.0,Fee Simple,"Assigned, Permit Required",Residential,"Beautiful Throughout w/ Pristine Hardwood Flrs,Wonderful Flr. Plan,Relaxing Patio,&Kit. w/ Granite Breakfast Bar&Countertops,&Lovely Cabinetry. 2 Skylights For Much Light&Great Finished Lower Lvl w/ Full BA&Separate Laundry. Ample Sized BR's w/ Vaulted Ceilings,& 3 Remodeled BA's Include Stunning Master BA w/ Gorgeous Tile. Fantastic Commuter Location&Just Steps To Columbia Pike Shops&Restaurants!",All Days,9TH,5047.0,Colonial,22-014-175,398100,0,1,1413,3945.14,2,Townhouse,1989,6038.0,22204
2730,1001 RANDOLPH ST #405,,,2016.0,No,1,1,0,1,ARLINGTON,2017-10-11,388000.0,2017-09-16,ARLINGTON,3595.13,Annually,8,8,0,False,90% Forced Air,False,Electric,340200.0,Annually,Floor Plan-Open,27400.0,Annually,1,2017-09-08,399900.0,399900.0,Excl. Right,-77.1092,AR10052611,399900.0,Condo,"Assigned, Garage",Residential,"Immaculate perfection***Largest 1 BR in the Building w/ beautiful views. Bonus sun-room or den! NEW $8000 windows plus $16,000 recent improvements. Mahogany wide plank HW in the LR! NEW carpet and paint. Ultra deluxe brand new tub. Huge MBR with TWO walk in closets. Additional extra large closets. Light, airy&open floor plan. Enjoy new Ballston MALL,Target, Bike paths, Dining&Metro. Premium pkg!",All Days,RANDOLPH,1001.0,Contemporary,14-029-069,367600,0,0,780,3642.9,1,Hi-Rise 9+ Floors,2005,5605.0,22201
2731,5883 14TH ST N,"Attached Master Bathroom, Bathroom(s) - Ceramic Tile, Bathroom(s) - Dual Entry, Closet - Master Bedroom Walk-in, Closet(s) - Walk-in, Countertop(s) - Granite, Drapery Rods, Fireplace Equipment, Fireplace Mantel(s), Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Shades / Blinds, Vanities - Double, Wainscoting, Wall to Wall Carpeting, Wood Floors, Attic - Access Only","Cooktop, Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Oven - Double, Oven - Self Cleaning, Oven - Wall, Refrigerator, Washer",2016.0,Yes,5,4,1,4,ARLINGTON,2017-12-01,980000.0,2017-10-20,ARLINGTON,8337.45,Annually,36,36,1,False,"Programmable Thermostat, Forced Air",False,Natural Gas,337400.0,Annually,,515100.0,Annually,3,2017-09-14,995000.0,995000.0,Excl. Agency,-77.14267,AR10056370,995000.0,Fee Simple,"Drvwy/Off Str, Street",Residential,"Beautiful expanded colonial just 1 mile to EFC metro w/ 3 BR/2BA up & 4th BR/sitting room/BA on LL w/ sep entrance(perfect for au pair/in-law). Fantastic main level with circular flow, large DR, office & huge KT/LR combo. KT has granite, SS, desk area, breakfast bar AND eat-in space w/ skylite which opens to light filled LR w/ 2 doors to fenced level yard. All this & just a short walk to Westover!",All Days,14TH,5883.0,Colonial,10-035-056,852500,0,0,0,8448.26,1,Detached,1939,2313.0,22205
2732,1940 CULPEPER ST N,"Automatic Garage Door Opener, Closet - Master Bedroom Walk-in, Master Bedroom - Full Bathroom, Shades / Blinds, Vanities - Double, Wood Floors","Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",2016.0,No,4,3,1,4,ARLINGTON,2017-11-09,820000.0,2017-10-14,ARLINGTON,7659.7,Annually,31,101,1,False,Forced Air,False,Natural Gas,341400.0,Annually,Floor Plan-Open,441800.0,Annually,3,2017-09-13,850000.0,850000.0,Excl. Right,-77.12550999999999,AR10055380,850000.0,Fee Simple,"Garage, Drvwy/Off Str",Residential,Home owner occupied. Please schedule on-line.,All Days,CULPEPER,1940.0,Contemporary,08-011-003,783200,0,1,2056,7761.48,2,Detached,2014,2092.0,22207
2733,4501 ARLINGTON BLVD #218,"Countertop(s) - Granite, Elevator, High Efficiency Toilet(s), Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Wall to Wall Carpeting","Dishwasher, Disposal, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Refrigerator",2016.0,No,2,2,0,2,ARLINGTON,2017-12-26,245000.0,2017-11-29,ARLINGTON,2823.49,Annually,84,84,0,False,Central,False,Natural Gas,249600.0,Annually,Floor Plan-Open,39100.0,Annually,1,2017-09-09,269900.0,269900.0,Excl. Right,-77.10876,AR10052974,309900.0,Condo,Other,Residential,"REDUCED AGAIN*ESTATE WOULD LIKE TO CLOSE PRIOR TO 12/31*BEAUTIFUL RENOVATION*TAKE THE TOUR!!DESIGN CENTER PICKED THE BEST**GOURMET KITCHEN INCLUDES CERAMIC TILE,ELEGANT BACK SPLASH*TOP OF THE LINE SAMSUNG STAINLESS STEEL APPLIANCES-DISHWASHER,FRIDGE,HIGHEST END GAS OVEN RANGE*MICROWAVE*SPACIOUS OPEN LIVING/DINING ROOM COMBINATION*2 BEDROOMS AND 2 BATHROOMS*HIGHEST QUALITY WORKMANSHIP*",All Days,ARLINGTON,4501.0,Other,20-026-056,288700,0,0,1118,2861.0,1,Mid-Rise 5-8 Floors,1965,2767.0,22203
2734,1418 RHODES ST #B111,"Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Master Bathroom - Separate Shower, Master Bathroom - Separate Tub, Shades / Blinds, Washer / Dryer Hookup, Wood Floors, Wall to Wall Carpeting","Dishwasher, Disposal, Exhaust Fan, Oven - Self Cleaning, Water Heater, Refrigerator, Range Hood, Microwave, Oven / Range - Gas",2016.0,No,3,2,1,2,ARLINGTON,2017-11-17,815000.0,2017-10-03,ARLINGTON,7205.9,Annually,20,180,0,False,Forced Air,False,Natural Gas,648800.0,Annually,Floor Plan-Open,88000.0,Annually,2,2017-09-14,829900.0,829900.0,Excl. Right,-77.07937,AR10056726,829900.0,Condo,"Basement Garage, Assigned",Residential,"Beautiful home with open floor plan perfect for entertaining. Hardwoods on first floor compliment kitchen with granite and a breakfast bar. Escape to the master suite with two closets and bath with a separate soaking tub. Enjoy the outdoors with your own private patio. Short walk to Restaurants, Arlington parks, Courthouse and Rosslyn Metro stations. Two private garage parking spaces and storage.",All Days,RHODES,1418.0,Traditional,17-023-059,736800,0,1,1760,7301.68,2,Garden 1-4 Floors,2010,,22209
2735,1709 TROY ST #7-383,,,2016.0,No,1,1,0,1,ARLINGTON,2017-10-10,285000.0,2017-09-17,ARLINGTON,2658.2,Annually,9,9,0,False,Heat Pump(s),True,Natural Gas,246000.0,Annually,Floor Plan-Traditional,25800.0,Annually,1,2017-09-09,285000.0,285000.0,Excl. Right,-77.08161,AR10053205,285000.0,Condo,Permit Required,Residential,"TEXT 571-244-8459 FOR COMBO TO SHOW. Tenant occupied/moving out <30 days.  Top Floor Colonial Village 1-bedroom w/ exceptionally popular eat-in kitchen floor plan, renovated kitchen, closet space, window exposure on three sides, courtyard view from the living room, superb location, less than 5 minute walk to Court House Metro, shopping and restaurants.   Colonial Village laundry is next door!!",,TROY,1709.0,Colonial,16-031-123,271800,0,0,600,2693.52,1,Garden 1-4 Floors,1940,,22201
2736,2910 20TH ST S,"Attic - Finished, Bathroom(s) - Ceramic Tile, Bedroom - Entry Level, Washer / Dryer Hookup, Wood Floors","Dishwasher, Dryer, Refrigerator, Washer, Oven / Range - Electric",2016.0,Yes,2,2,0,3,ARLINGTON,2017-10-26,550000.0,2017-09-26,ARLINGTON,4580.95,Annually,5,5,1,False,Central,False,Natural Gas,106300.0,Annually,,362100.0,Annually,3,2017-09-21,547000.0,547000.0,Excl. Right,-77.0847,AR10053331,547000.0,Fee Simple,"Shared Driveway, Street",Residential,"Don't let the size fool you, this home has everything you need! Traditional floor plan on main level w/ 2 beds / 1 bath, use the finished attic as your lg master suite. Basement finished w/ kitchen*full bath*2 possible bedrooms (not to code)*separate entrance.  That's right, possible 5 bedroom spacious home.  all room measurements are approximate and should be verified by buyer.",All Days,20TH,2910.0,Bungalow,31-008-031,468400,0,1,1050,4641.82,1,Detached,1942,5228.0,22204
2737,5318 8TH RD S #3,Wood Floors,"Dishwasher, Exhaust Fan, Icemaker, Microwave, Oven / Range - Gas, Refrigerator",2016.0,No,1,1,0,2,ARLINGTON,2017-10-19,189900.0,2017-09-14,ARLINGTON,1356.49,Annually,5,5,0,False,Radiator,False,Electric,114400.0,Annually,Floor Plan-Open,24300.0,Annually,1,2017-09-10,189900.0,189900.0,Excl. Agency,-77.12005,AR10053459,189900.0,Condo,"Assigned, Garage",Residential,"Gorgeous fully remodeled condo in Arlington! Featuring A Gourmet Kitchen w/all new SS appliances, quartz & custom tile backsplash. Bright, spacious, open floor plan, w/new hardwood floors throughout. Bathroom updated w/new tub, sink, floor & wall tile. ALL UTILITIES INCLUDED. Pet friendly! Suburban living w/urban convenience. Minutes from Baileys Crossroads, Pentagon & Columbia Pike.",,8TH,5318.0,Colonial,22-011-255,138700,0,0,695,1374.5,1,Garden 1-4 Floors,1948,2636.0,22204
2738,315 UPTON CT,"Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Built-in Bookcases, Countertop(s) - Granite, Master Bathroom - Separate Tub, Master Bedroom - Full Bathroom, Vanities - Double, Wall to Wall Carpeting, Washer / Dryer Hookup","Dishwasher, Disposal, Icemaker, Microwave, Refrigerator, Water Heater, Oven / Range - Gas",2016.0,No,4,3,1,3,ARLINGTON,2017-11-03,845000.0,2017-10-17,ARLINGTON,7372.16,Annually,43,82,0,False,"Heat Pump(s), Zoned",True,Electric,338800.0,Annually,Floor Plan-Open,415000.0,Annually,4,2017-09-11,859000.0,859000.0,Excl. Right,-77.109294898,AR10053720,899000.0,Condo,Garage,Residential,"Gorgeous four-level townhome in Ballston Row! Nestled among a private enclave of luxury  townhomes, features  Hardwood floors, Large living & dining rooms, a gourmet chef's kitchen, under-cabinet lighting, &  granite center island * Two bedroom ensuites baths *  3rd bedroom & Roof top deck * 2 car tandem  garage * PAPERWORK FOR OFFERS IN VIEW DOCUMENTS",All Days,UPTON,315.0,Colonial,20-024-314,753800,0,1,1670,7470.14,2,Townhouse,2014,3044.0,22203
2739,1201 NASH ST N #402,"Wood Floors, Vanities - Double, Closet - Master Bedroom Walk-in, Closet(s) - Walk-in, Countertop(s) - Granite, Crown Molding, Fireplace Gas Insert, Master Bathroom - Separate Shower, Shades / Blinds","Washer, Dryer, Dishwasher, Disposal, Microwave, Oven - Wall, Refrigerator, Icemaker, Oven / Range - Gas",2016.0,No,3,2,1,2,ARLINGTON,2017-09-20,1380000.0,2017-09-13,ARLINGTON,11749.69,Annually,0,0,1,False,Forced Air,False,Natural Gas,1118700.0,Annually,"Floor Plan-Open, Floor Plan-Traditional",82700.0,Annually,1,2017-09-13,1395000.0,1395000.0,Excl. Right,-77.07207,AR10056002,1380000.0,Condo,Garage,Residential,"2,068 sq feet of luxury living. Gourmet kitchen with breakfast bar, custom cabinetry, high end appliances and granite counters. Butlers pantry with Sub-zero wine cooler. Spacious master en-suite with 2 walk in closets, double vanities, Jacuzzi tub & separate shower. Balcony off living area & second bedroom. Digital audio distribution system thru-out. Front desk service, fitness room & party room.",,NASH,1201.0,Transitional,17-037-321,1201400,0,0,2068,11905.86,1,Mid-Rise 5-8 Floors,2002,3695.0,22209
2740,3041 BUCHANAN ST,"Attic - Stairs Pull Down, Attic - Storage Only, Bathroom(s) - Ceramic Tile, Countertop(s) - Granite, Wall to Wall Carpeting, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Microwave, Refrigerator, Stove, Washer, Water Heater",2016.0,Yes,2,2,0,2,ARLINGTON,2017-11-03,465000.0,2017-10-03,ARLINGTON,4152.59,Annually,18,18,0,False,Forced Air,False,Electric,376600.0,Annually,Floor Plan-Traditional,48000.0,Annually,3,2017-09-15,465000.0,465000.0,Excl. Right,-77.09778058399999,AR10057594,475000.0,Condo,Permit Required,Residential,"Beautifully updated & maintained Clarendon model townhouse. 3 finished levels. Freshly painted. Updated kitchen w/newer appliances, cabinets, granite & ceramic tile floor. Both baths fully updated. LL Rec Room plus guest suite/den.Private patio off the kitchen backs to common space & only HEATED pool (open May-Oct).Enjoy All of Fairlington Amenities! OPEN SUN 2-4",All Days,BUCHANAN,3041.0,Colonial,29-012-099,424600,0,1,1500,4207.76,2,Townhouse,1944,1512.0,22206
2741,5009 25TH ST N,"Bathroom(s) - Ceramic Tile, Bedroom - Entry Level, Built-in Bookcases, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Crown Molding, Fireplace Glass Doors, Fireplace Gas Insert, Fireplace Mantel(s), Fireplace Screen, High Efficiency Toilet(s), Shades / Blinds, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Dryer - Front Loading, Washer - Front Loading, Microwave, Oven - Self Cleaning, Oven / Range - Gas, Oven / Range - Electric, Refrigerator",2016.0,No,3,2,1,3,ARLINGTON,2017-10-31,952500.0,2017-09-28,ARLINGTON,6880.23,Annually,8,8,1,False,Forced Air,False,Natural Gas,134200.0,Annually,Floor Plan-Traditional,569300.0,Annually,3,2017-09-20,899999.0,899999.0,Excl. Right,-77.13141,AR10053831,850000.0,Fee Simple,Drvwy/Off Str,Residential,Set up showings online with ShowingTime. Thanks!,,25TH,5009.0,Bungalow,02-068-019,703500,0,1,2202,6971.66,1,Detached,1940,2622.0,22207
2742,2912 17TH ST S #302,"Shades / Blinds, Wood Floors, Wall to Wall Carpeting","Dishwasher, Disposal, Microwave, Oven / Range - Electric, Refrigerator, Washer / Dryer - Stacked, Washer - Front Loading",2016.0,No,1,1,0,3,ARLINGTON,2017-11-08,329000.0,2017-09-24,ARLINGTON,2644.51,Annually,11,11,0,False,Heat Pump(s),False,Electric,231000.0,Annually,Floor Plan-Open,39400.0,Annually,1,2017-09-14,329900.0,329900.0,Excl. Agency,-77.08547,AR10056871,329900.0,Condo,Surface,Residential,"Former model, 3 BR/1BA Earthcraft certified home on top floor of a building with only 12 units. Open floor plan, hardwood floors, stainless steel appliances, front load washer/dryer. Parking space included in sale. Close to 396 and Shirlington. Lockbox #01010713 on fence on left of parking lot.  Water included in condo fee. Pictures are coming! Entire building was redone 4 years ago.",All Days,17TH,2912.0,Colonial,31-001-085,270400,0,1,984,2679.64,1,Garden 1-4 Floors,1952,5242.0,22204
2743,4813 27TH RD S,"Attic - Floored, Attic - Stairs Pull Down, Attic - Walk-in, Bathroom(s) - Ceramic Tile, Countertop(s) - Granite, Master Bedroom - Full Bathroom, Shades / Blinds, Washer / Dryer Hookup","Dishwasher, Disposal, Dryer, Oven / Range - Electric, Refrigerator, Washer",2016.0,Yes,2,2,0,2,ARLINGTON,2017-11-06,470000.0,2017-10-08,ARLINGTON,3930.58,Annually,24,24,0,False,Forced Air,True,Electric,357600.0,Annually,Floor Plan-Open,44300.0,Annually,3,2017-09-14,469900.0,469900.0,Excl. Right,-77.101453818,AR10057382,479900.0,Condo,"Street, Permit Required, Unassigned",Residential,"Popular Clarendon model - renovated eat-in kitchen, table space & open concept to living room! Two bedrooms on upper level & bath allow for easy living plus huge attic storage or potential for a finished loft/office area. Lower level rec room plus den & 3/4 bath. Washer/dryer in unit. Fairlington amenities-pools, tennis, tot lots! Walkable to Shirlington, minutes to Old Town & DC.",All Days,27TH,4813.0,Colonial,29-005-506,401900,0,1,1383,3982.82,3,Townhouse,1944,1301.0,22206
2744,1800 WILSON BLVD #323,,,2016.0,No,1,1,0,1,ARLINGTON,2017-10-31,430000.0,2017-10-01,ARLINGTON,3913.96,Annually,7,7,0,False,Hot Water,False,Natural Gas,360700.0,Annually,Floor Plan-Open,39500.0,Annually,1,2017-09-22,430000.0,430000.0,Excl. Right,-77.0791,AR10054380,430000.0,Condo,Garage,Residential,"Tenant occupied. Lease ends on 10/31/17. Restricted showing times with 24-hr notice. Situated between Courthouse & Rosslyn Metros, surrounded by restaurants & shops! Sunny unit with open floor plan, hardwood floors, stainless steel appliances, granite counters, walk-in closet & surround sound.","Monday, Tuesday, Wednesday, Thursday, Friday",WILSON,1800.0,Contemporary,17-010-120,400200,0,1,719,3965.96,1,Mid-Rise 5-8 Floors,2007,6606.0,22201
2745,3325 STAFFORD ST S,"Attic - Stairs Pull Down, Attic - Floored, Bathroom(s) - Ceramic Tile, Closet - Master Bedroom Walk-in, Closet(s) - Walk-in, Shades / Blinds, Washer / Dryer Hookup, Wood Floors","Dishwasher, Disposal, Dryer, Exhaust Fan, Oven / Range - Electric, Range Hood, Refrigerator, Washer, Water Heater",2016.0,Yes,2,2,0,2,ARLINGTON,2017-10-26,470000.0,2017-09-17,ARLINGTON,4152.59,Annually,4,4,0,False,Forced Air,False,Electric,376600.0,Annually,Floor Plan-Traditional,48000.0,Annually,3,2017-09-12,465000.0,465000.0,Excl. Right,-77.0869,AR10054466,465000.0,Condo,"Permit Required, Street",Residential,Please schedule showings online. There are two keys. The 'rounder' key is for the back door which you'll have to pull towards you while turning the key to lock and unlock. PLEASE leave the lamps on. Thank You!,,STAFFORD,3325.0,Colonial,30-017-425,424600,0,1,1500,4207.76,1,Townhouse,1940,1903.0,22206
2746,3411 3RD ST N,"Built-in Bookcases, Chair Railing, Countertop(s) - Granite, Crown Molding, Shades / Blinds, Fireplace Mantel(s), Fireplace Screen, Fireplace Equipment, Wainscoting, Wood Floors, Wall to Wall Carpeting","Dishwasher, Disposal, Dryer - Front Loading, Icemaker, Microwave, Refrigerator, Washer - Front Loading, Six Burner Stove",2016.0,Yes,2,2,0,4,ARLINGTON,2017-11-15,987000.0,2017-10-20,ARLINGTON,8736.47,Annually,38,38,2,False,"Radiator, Hot Water",False,Natural Gas,250700.0,Annually,Floor Plan-Traditional,642600.0,Annually,3,2017-09-13,998500.0,998500.0,Modified/Excl,-77.09866,AR10055437,1065000.0,Fee Simple,Garage,Residential,"Part of big back yard is egress easement for neighbors garage.    Awesome street and fantastic neighbors make this lovely house a wonderful home. Detached garage in good shape as bike shed, but conveys ""As Is"". Room in back to create off-street parking.",,3RD,3411.0,Colonial,19-042-009,893300,0,1,2527,8852.58,2,Detached,1934,1713.0,22201
2747,900 HARRISON ST,,,2016.0,Yes,4,4,0,5,ARLINGTON,2017-09-12,1456500.0,2017-03-13,ARLINGTON,7700.77,Annually,0,0,1,False,Forced Air,False,Natural Gas,177400.0,Annually,,610000.0,Annually,3,2017-03-13,1456500.0,1456500.0,Excl. Agency,-77.1279,AR10054677,1456500.0,Fee Simple,Garage,Residential,Another McMullin Companies ProjectEntered for Comp Purposes,,HARRISON,900.0,Arts & Crafts,13-012-044,787400,0,0,0,7803.12,0,Detached,1950,1223.0,22205
2748,2500 QUINCY ST N,"Attached Master Bathroom, Attic - Stairs Pull Down, Attic - Storage Only, Attic - Floored, Automatic Garage Door Opener, Bathroom(s) - Ceramic Tile, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Crown Molding, Fireplace Mantel(s), Master Bedroom - Full Bathroom, Shades / Blinds, Wall to Wall Carpeting, Wood Floors","Dishwasher, Disposal, Dryer, Exhaust Fan, Icemaker, Oven - Self Cleaning, Oven / Range - Gas, Range Hood, Refrigerator, Washer",2016.0,Yes,3,3,0,4,ARLINGTON,2017-11-15,950000.0,2017-09-16,ARLINGTON,8146.74,Annually,2,2,1,False,Forced Air,False,Natural Gas,242100.0,Annually,Floor Plan-Open,590900.0,Annually,4,2017-09-14,950000.0,950000.0,Excl. Right,-77.10468,AR10056467,950000.0,Fee Simple,"Garage, Attached, Faces Front, Garage Door Opener, Concrete Driveway",Residential,"Deceptively large charming 4 BR 3 BA updated home with open airy floor plan suitable for entertaining yet also offering multiple levels for retreat & relaxation. Many original period features & contemporary updates with numerous upgrades that complement the classic character. Gourmet kitchen, extensive hardwoods, traditional molding & embellishments throughout, screened porch and loads of storage.",,QUINCY,2500.0,Split Level,04-017-001,833000,0,0,0,8255.02,2,Detached,1955,5043.0,22207
2749,1303 BARTON ST S #187,"Wood Floors, Bathroom(s) - Ceramic Tile, Built-in Bookcases, Countertop(s) - Granite","Dryer, Disposal, Dishwasher, Exhaust Fan, Icemaker, Microwave, Oven - Self Cleaning, Oven / Range - Gas, Refrigerator, Stove, Washer, Water Heater",2016.0,No,1,1,0,2,ARLINGTON,2017-10-24,385000.0,2017-09-23,ARLINGTON,3516.89,Annually,2,2,0,False,"Heat Pump(s), Central",True,Electric,319800.0,Annually,Floor Plan-Traditional,39800.0,Annually,2,2017-09-21,385000.0,385000.0,Excl. Right,-77.082802274,AR10062466,385000.0,Condo,Permit Required,Residential,"Natural light thruout bright 2 bedroom renovated end unit twnhse. Remodeled kitchen w/SS & granite, updated bath, replacement windows, fresh paint, recessed lighting, new HWH, Elfa closet organizers, built-in shelving.  Deck off kitchen overlooks quiet courtyard. Walkable, pet friendly complex w/pool & tennis. Walk to restaurants, cafes, Giant,. OPEN HOUSE CANCELLED",All Days,BARTON,1303.0,Colonial,32-001-187,359600,0,1,994,3563.62,2,Townhouse,1939,4863.0,22204
2750,5614 1ST ST S,"Attached Master Bathroom, Bathroom(s) - Ceramic Tile, Chair Railing, Closet - Master Bedroom Walk-in, Countertop(s) - Granite, Fireplace Gas Insert, Fireplace Mantel(s), Master Bedroom - Full Bathroom, Wall to Wall Carpeting, Washer / Dryer Hookup, Wood Floors, Closet(s) - Walk-in, Vanities - Separate","Dishwasher, Disposal, Dryer, Microwave, Oven - Single, Oven / Range - Gas, Refrigerator, Washer, Water Heater - Tankless",2016.0,No,4,3,1,5,ARLINGTON,2017-10-10,852000.0,2017-09-19,ARLINGTON,6801.01,Annually,5,5,2,False,Forced Air,False,Natural Gas,295400.0,Annually,"Floor Plan-Open, Floor Plan-Traditional",400000.0,Annually,3,2017-09-14,849900.0,849900.0,Excl. Right,-77.12491,AR10057017,849900.0,Fee Simple,"Drvwy/Off Str, Street",Residential,"Bright, updated Victorian w/spacious open floor plan, hardwoods on main & UL, & natural light. Kitchen w/ SS appliances & granite opens to breakfast area & FR w/ gas FP & access to screened-in porch. 4 beds on UL, Master w/ en-suite & private balcony connects to 4th bd/office.  Updated baths. LL w/ Rec room walks out to patio, separate bed. Private, tree-lined street. Close to Ballston & DC.",All Days,1ST,5614.0,Colonial,21-018-023,695400,0,1,3000,6891.4,1,Detached,1988,1104.0,22204
